Gene,Mock,30min,90min,180min
AKR7A2,0.618614,1.56866,1.10528,0.231629
AKR7A3,-1.12437,0.18811,1.18628,-0.478281
AKT1,0.237556,-0.176896,0.404726,0.845232
AKT1S1,0.62806,1.32656,0.784558,-0.0342467
AKT2,0.0482947,-0.285369,0.214033,0.565614
AKT3,-1.84424,-3.74917,-2.26295,-3.24396
AKTIP,0.094742,-0.334525,0.0794377,-0.838541
ALAD,0.577265,1.18263,0.987274,-1.58503
ALAS1,0,0.517406,0.33673,0.0756828
ALAS2,2.10748,-0.206483,0.318397,0.648032
ALB,0.0638961,0.315325,0.115959,-1.97798
ALCAM,-2.18822,-3.03216,-2.21992,-2.52298
ALDH16A1,0.487509,0.838988,0.444187,0.872216
ALDH18A1,-0.0182682,-0.47253,0.111713,0.00279037
ALDH1A1,-0.0294291,-0.304266,0.0598657,0.0838753
ALDH1A2,-0.282286,-1.30533,0.293283,-1.03558
ALDH1A3,0.595875,-0.208631,0.339745,-0.0701938
ALDH1B1,-1.08717,-1.91982,-1.4425,-2.63934
ALDH1L1,-0.253062,0.00880954,-0.209923,-2.72769
ALDH1L2,-1.02685,-2.21673,-1.07552,-1.61405
ALDH2,0.513689,0.731025,0.517969,0.215776
ALDH3A1,0.407389,0.569637,-0.135709,-2.09496
ALDH3A2,-0.0131999,-0.0405555,0.0037865,-1.4894
ALDH3B1,0.81442,1.15326,0.922333,-0.745799
ALDH4A1,0.461743,1.11184,0.734565,-0.717486
ALDH5A1,-0.610467,0.0452712,-0.79561,-0.88695
ALDH6A1,-1.04349,-1.41372,-1.00856,-0.658256
ALDH7A1,-0.408799,-1.09737,-0.369287,-0.82213
ALDH8A1,-0.650505,1.00265,-0.272334,-2.36168
ALDH9A1,0.407994,-0.163308,0.350326,-0.691911
ALDOA,0.615824,1.51954,0.729059,-0.790732
ALDOB,0.376991,0.963634,0.316724,-2.1212
ALDOC,0.226746,1.1235,0.500201,-2.20398
ALG1,-0.180252,0.228471,0.0313961,-0.0365713
ALG10,-1.17842,-1.71045,-1.05042,-0.615917
ALG11,-0.39409,-1.07371,-0.454924,-0.673356
ALG12,0.516611,1.47804,0.831036,0.413818
ALG13,-0.668973,-1.95287,-0.876151,-0.922979
ALG14,0.511777,0.307189,0.474906,0.122551
ALG2,-0.323402,-0.493855,-0.210276,-0.0336943
ALG3,0.637129,1.18681,0.901169,0.420087
ALG5,0.489211,0.347951,0.539505,0.319139
ALG6,-0.59907,-1.12741,-0.437779,0.227869
ALG8,-0.0935627,-0.815774,-0.12021,-0.0511004
ALG9,-0.52303,-1.1689,-0.701655,-0.851773
ALKBH1,0.215962,-0.599669,0.314979,0.838116
ALKBH2,0.143621,-0.41015,-0.167671,0.140149
ALKBH3,0.156976,0.651033,0.274589,-0.453825
ALKBH4,0.813221,1.8735,1.23276,-0.131294
ALKBH5,0.488724,0.192159,0.504262,0.396038
ALKBH6,0.307785,1.42265,0.746208,-0.416667
ALKBH7,0.790253,1.8873,1.17859,0.245212
ALKBH8,-0.519657,-1.28287,-0.443025,0.440219
ALLC,-0.926848,0.769465,-0.551896,-2.22728
ALMS1,-0.671575,-1.6432,-0.843778,0.00744804
ALOX12,0.554699,-0.0135146,0.262137,0.47903
ALOX12B,0.640143,0.815783,0.0414183,0.722408
ALOX12E,0.0808867,0.209361,1.14562,6.0729
ALOX15,0.0741573,-0.758514,-0.45576,3.49313
ALOX15B,0.48382,0.934696,-1.21524,3.2447
ALOX5,0.332243,0.55474,0.815335,0.672186
ALOX5AP,0.67505,0.363475,1.01804,1.98049
ALOXE3,-1.08624,1.8955,0.552633,-1.39132
ALPI,1.33564,0,0,-2.11402
ALPK1,-0.0194974,-0.819752,-0.493865,-0.0427257
ALPK2,0.0307878,-0.669369,0.144484,3.2663
ALPK3,-0.193522,-0.434082,-0.181962,-1.00017
ALPL,0.216974,0.150746,0.366262,0.981602
ALS2,-0.590944,-1.81236,-0.979489,-1.18443
ALS2CL,0.257752,0.623706,0.42237,0.536527
ALS2CR11,-1.12081,-1.90798,-1.79936,-2.90845
ALS2CR12,0.23226,-0.968821,0.10627,2.55763
ALS2CR8,-1.54151,-2.94392,-1.78892,-0.942775
ALX1,0.930863,-0.949528,-0.291486,-1.73081
ALX3,1.14734,-0.480679,1.40715,-1.39482
ALX4,-3.1963,-0.691714,-0.987703,-1.69309
ALYREF,0.79121,1.4262,1.15894,1.95182
AMAC1L3,-0.3818,0.590391,0.322231,-0.222912
AMACR,-0.283296,0.153162,-0.0522069,-0.694962
AMBN,0.616518,0.848113,0.0524889,0.706782
AMBP,-0.115111,-0.567346,-0.344525,-2.53488
AMBRA1,0.213789,0.416025,0.778364,0.791612
AMD1,-0.984683,-2.15537,-1.33883,-0.505483
AMDHD1,0.175543,-1.15845,-0.154518,0.515794
AMDHD2,0.636597,1.9549,1.1438,1.16377
AMELX,0.740354,1.85371,0.636032,-2.05303
AMFR,-0.266459,-0.447621,-0.0197847,-0.714805
AMH,0.849439,0.332209,0.524598,0.0401055
AMHR2,-0.302162,-1.45763,-0.587854,0.62844
AMICA1,0.479453,0.888429,0.289968,1.6541
AMIGO1,-0.268155,-0.453952,-0.415766,-2.62175
AMIGO2,-0.381609,-0.874357,-0.418326,-1.65042
AMIGO3,0.00191739,0.397609,0.219655,-0.162401
AMMECR1,-0.774189,-2.2366,-0.471911,2.21338
AMMECR1L,-0.458778,-0.86314,-0.202835,0.182128
AMN,-0.693567,0.885412,0.685225,1.34224
AMN1,-0.994116,-1.4407,-1.17044,-1.55356
AMOT,-0.594674,-1.63739,-0.293228,-0.62258
AMOTL1,-0.415995,-0.752454,-0.0200438,-1.39118
AMOTL2,0.0963209,-0.8151,-0.559395,-0.970807
AMPD1,-0.196182,-2.25206,-1.85318,-0.638233
AMPD2,0.062303,0.370214,0.439484,-0.148723
AMPD3,-0.452867,0.410081,0.199014,-0.547407
AMPH,0.688031,0.225242,0.493833,-1.93054
AMT,0.246774,-0.233157,0.282467,0.345568
AMTN,0.936002,-0.332312,-0.477583,0.620949
AMY2A,-1.48702,-2.55688,-1.30768,-3.37894
AMY2B,-0.573033,-1.97999,-0.878287,-1.33709
AMZ1,-0.137556,-0.0932367,-0.140356,-1.84387
AMZ2,0.734485,1.24563,0.944338,0.381935
ANAPC1,-0.646315,-1.32979,-0.573955,0.56488
ANAPC10,0.233871,0.222758,0.241778,0.0949576
ANAPC11,0.6054,1.5254,0.968324,0.612767
ANAPC13,0.79458,0.87057,0.959468,0.465152
ANAPC15,0.352206,1.22717,0.807759,0.530969
ANAPC16,0.420171,0.245046,0.647277,0.621325
ANAPC2,0.150137,0.530405,0.363845,0.603917
ANAPC2-2,0.238385,1.20062,0.775219,0.923318
ANAPC4,-0.0810189,-0.667282,-0.0333786,0.934056
ANAPC5,0.234968,-0.146265,0.223246,0.512707
ANAPC7,0.274626,-0.261913,0.29385,0.255684
ANG,1.54276,1.27462,1.37639,1.19122
ANG2,1.55267,0.0563457,0.478434,0.379404
ANGEL1,0.070158,-0.213151,0.0552818,-0.609335
ANGEL2,-0.696964,-1.37733,-0.615137,0.239516
ANGPT1,-0.988881,-3.23005,-1.16159,-2.38656
ANGPT2,-0.253487,-0.737258,0.18927,-1.18611
ANGPT4,0.806288,0.594717,0.877884,-1.56307
ANGPTL1,0.494866,-1.17662,-0.0348535,-0.162087
ANGPTL2,0.340777,-0.0770933,0.418632,-1.37339
ANGPTL3,-0.0346225,-3.59093,-1.5947,-1.33758
ANGPTL4,-0.0603455,0.994692,0.0112352,-2.85924
ANGPTL5,-0.986115,-1.04848,-0.295976,-1.92522
ANGPTL6,0.886722,1.1378,0.940926,1.80304
ANGPTL7,0.504682,0.640872,1.20323,-0.536487
ANK1,-1.15382,-1.93708,-1.34405,-4.13443
ANK3,-0.845661,-1.16215,-1.02842,-1.75324
ANKAR,-0.407024,-2.48152,-0.973207,-1.81236
ANKDD1B,0.190652,-2.9619,-1.28866,-1.77173
ANKEF1,-0.788083,-1.53219,-0.465098,-0.999451
ANKFN1,0.053497,-1.65872,-0.16034,-0.112348
ANKFY1,-0.709688,-1.36615,-0.707106,-0.362453
ANKH,0.249207,-0.26469,0.256543,-1.32069
ANKHD1,-1.18497,-1.76961,-1.33316,-0.271444
ANKIB1,-0.859195,-1.93345,-0.854413,-0.00151679
ANKK1,-0.839077,-2.37066,-0.434513,-3.82092
ANKLE1,0.197768,-0.278563,-0.27,2.55447
ANKLE2,-0.547497,-0.809866,-0.45321,-0.274746
ANKMY1,0.259029,0.397959,0.0284826,2.10464
ANKMY2,-0.290714,-0.766761,-0.297208,-0.756026
ANKRA2,-0.0280579,-0.856169,-0.159401,0.0209084
ANKRD1,0.952913,-0.253358,-0.930704,0.482342
ANKRD10,0.327303,-0.0349152,0.340939,0.441593
ANKRD11,-0.801546,-0.940152,-0.749759,0.0562399
ANKRD12,-1.03443,-1.91099,-1.15411,-0.035599
ANKRD13A,0.200394,-1.0212,0.128208,2.03449
ANKRD13B,0.187987,0.335654,0.229584,-1.91272
ANKRD13C,-2.40274,-3.5474,-1.94912,-0.793107
ANKRD13D,0.257965,1.10738,0.414144,-0.649249
ANKRD16,0.569115,1.26923,0.813372,-0.177436
ANKRD17,-1.09738,-1.74387,-1.33697,-0.606193
ANKRD2,0.763189,1.39146,0.527001,-0.00270229
ANKRD22,-0.0173054,-2.73645,-0.607513,1.29251
ANKRD23,0.625298,0.386369,0.649221,-0.620252
ANKRD24,-0.454436,1.25552,0.25625,-1.87833
ANKRD26,-0.561105,-1.54737,-0.96814,0.0467696
ANKRD27,-0.458889,-0.859955,-0.450766,-0.608317
ANKRD28,-0.756988,-1.63747,-0.823204,-0.416134
ANKRD29,0.107574,-0.107284,-0.118717,-0.883472
ANKRD31,-0.574015,-2.0519,-1.39394,-1.10413
ANKRD32,-0.930755,-1.88735,-1.15181,-0.0940548
ANKRD33B,-1.35633,-2.24531,-0.756033,1.5624
ANKRD34A,0.240259,0.200196,0.226909,-1.63921
ANKRD34B,-1.39062,-0.881342,-1.70776,-2.25896
ANKRD34C,-1.56384,-1.38477,-1.40973,-2.96615
ANKRD35,0.354132,1.15022,0.372719,-1.44786
ANKRD37,0.94496,0.647281,1.69047,2.53998
ANKRD39,0.365981,0.68828,0.398438,-0.953771
ANKRD40,-0.439614,-1.08523,-0.409472,-0.673067
ANKRD42,-0.617258,-0.705969,-0.499265,0.213544
ANKRD44,-1.81206,-1.89673,-1.27604,0.988942
ANKRD45,-0.993041,-1.54834,-1.39267,-0.167258
ANKRD46,-0.572702,-0.654355,-0.675175,-1.18239
ANKRD49,0.0688366,-0.99999,0.149093,0.724471
ANKRD50,-1.12102,-1.5749,-1.17312,-2.44234
ANKRD52,-1.97092,-4.77277,-2.72129,-2.56151
ANKRD53,0.0573492,-1.76406,-0.520395,-0.206829
ANKRD54,0.436118,0.463316,0.577816,0.751911
ANKRD55,0.571557,0.123288,0.25885,-0.418988
ANKRD57,-0.0585206,-1.14887,-0.87279,-1.90326
ANKRD6,-0.800065,-0.313561,-0.520445,-1.41024
ANKRD60,0.604524,-0.48169,-1.35142,-1.60206
ANKRD61,-1.66082,-3.35361,-3.14516,0.328248
ANKRD63,0.65715,-0.524121,0.279001,1.79464
ANKRD65,0.276506,-1.07787,0.655691,3.67773
ANKRD66,-0.55381,-0.867786,-0.210767,3.39214
ANKRD9,-0.143235,1.41052,0.376181,-1.22001
ANKS1A,0.138063,-0.143804,0.683552,-0.740898
ANKS1B,-1.05421,-1.07665,-1.16409,-2.70148
ANKS3,0.38404,1.10248,0.852661,0.0888953
ANKS4B,-0.682523,0.615215,-0.4982,-1.92502
ANKS6,0.165245,-0.768421,-0.159626,-0.46824
ANKUB1,-0.431532,-0.614203,-0.200505,2.70364
ANKZF1,0.403107,0.481865,0.362865,1.07219
ANLN,-2.24312,-6.42978,-2.55107,-1.03998
ANO1,0.125988,-0.28075,0.254556,-0.174701
ANO10,0.249991,0.202338,0.265722,-1.39348
ANO2,-0.334928,0.499484,-0.106532,-1.8117
ANO3,-1.4629,-1.44537,-1.42072,-3.42675
ANO4,-0.507953,-0.692607,-0.602785,-2.92568
ANO5,-0.377719,-2.25007,-1.13499,-2.02345
ANO6,-0.931864,-1.59029,-0.828274,-0.417592
ANO8,-0.298452,-0.123797,-0.346255,-1.19677
ANO9,0.278657,-0.503068,0.483237,3.01078
ANO9-2,-1.06544,-2.48208,0.169616,3.77622
ANP32A,0.396742,0.149232,0.463788,1.63423
ANP32B,0.160651,-1.04373,0.394156,1.57802
ANP32E,-1.02716,-1.87321,-1.1071,0.994671
ANPEP,-0.0204096,-0.0904854,0.0639435,-0.508665
ANTXR1,-0.834299,-1.3948,-0.761337,-1.17464
ANTXR2,-0.288976,-1.08088,-0.446276,-1.12631
ANXA1,0.62727,0.159082,0.740368,1.44914
ANXA10,-0.252295,1.97476,1.23609,-1.64507
ANXA11,0.269907,0.162606,0.481593,0.714374
ANXA13,-0.0476215,-1.61531,-0.387058,-1.79848
ANXA2,0.569806,0.843836,0.642553,-0.103022
ANXA3,0.571348,0.172846,0.537543,0.0601046
ANXA4,-0.552138,-0.554186,-0.414756,-1.05043
ANXA5,0.00552855,-0.595159,-0.0454293,-1.03695
ANXA6,0.251824,0.751589,0.289422,-1.54145
ANXA7,-1.02096,-2.35149,-1.2823,-0.74307
ANXA8L1,1.426,0.878598,0.949208,3.26568
ANXA9,0.297839,0.186792,0.731366,-1.21809
AOAH,-0.130254,-1.04887,-0.061539,1.15427
AOC2,-0.267749,0.0116565,-0.168107,0.322473
AOC3,0.0536832,-0.945195,0.190272,-1.0685
AOX1,-0.578983,-1.3831,-0.614575,0.33354
AP1AR,-1.42898,-1.38082,-1.10266,-1.01414
AP1B1,-0.16403,0.560082,0.213926,0.181591
AP1G1,-0.810917,-1.53008,-0.937918,-0.456519
AP1G2,-0.0266635,0.825331,0.147123,-0.0835368
AP1M1,0.299788,0.970793,0.53642,-0.0010968
AP1M2,-0.059405,-0.29615,1.26957,4.16107
AP1S1,0.464133,0.945555,0.664427,-0.334147
AP1S2,-0.719549,-0.627045,-0.60055,-1.40061
AP1S3,-0.64373,-1.49831,-0.157907,1.21191
AP2A1,-0.0303145,0.216751,0.101169,-1.02859
AP2A2,0.21341,0.925043,0.511029,-0.625846
AP2B1,-0.0191461,-0.497676,-0.181062,-1.02811
AP2B1-2,-0.992432,-3.6031,-1.63703,-1.71624
AP2M1,0.216009,0.384929,0.250471,-1.00401
AP2S1,0.656123,1.77006,0.971976,-0.583383
AP3B1,-0.153344,-1.24818,-0.165483,1.18179
AP3B2,0.014734,0.737545,0.114073,-0.754026
AP3D1,-0.250798,0.272044,-0.0329603,-0.42522
AP3M1,-0.497354,-1.45207,-0.837766,-0.989924
AP3M2,-0.63074,-0.714386,-0.458903,-0.596938
AP3S1,-0.00753765,0.20236,0.103052,-0.308212
AP3S1-2,-0.296402,-0.375107,-0.222039,-0.572048
AP3S2,0.0990775,0.270287,0.15691,-1.20923
AP4B1,-0.53432,-1.45179,-0.536086,0.405497
AP4E1,-2.03732,-2.89264,-2.02199,-0.686261
AP4M1,0.711638,1.05504,0.906898,1.0295
AP4S1,0.292962,0.343629,0.309584,0.227445
AP5B1,0.458984,1.36588,0.702958,0.466116
AP5M1,-1.10256,-1.96098,-1.2278,-0.586661
AP5S1,0.457466,0.633818,0.882264,0.744318
APAF1,-1.16039,-1.82888,-1.1747,0.139679
APBA1,-0.825082,-1.13477,-0.911944,-3.30672
APBA2,-0.015476,0.763158,0.16133,-2.81895
APBA3,0.114956,0.391688,0.528459,0.779061
APBB1,0.0645918,0.462284,0.204639,-1.83926
APBB1IP,0.21803,-0.0774962,0.348188,3.07631
APBB2,-1.03364,-1.66852,-0.944575,-1.4596
APBB3,0.0321826,0.059631,-0.0303048,-0.497762
APC,-1.66608,-1.85182,-1.87016,-2.0584
APC2,-0.70388,-0.842124,-0.869794,-3.53935
APCDD1,0.316916,-0.253088,0.770581,-0.478269
APCDD1L,0.389424,-1.16315,-0.17938,-1.9526
APCS,-0.231418,-0.0453337,-0.56897,0
APEG3,-2.00641,-3.95865,-2.32538,-3.49121
APEH,0.287632,0.622251,0.506282,-0.115167
APEX1,0.429873,0.345816,0.393585,1.0153
APEX2,0.443289,-0.222362,0.414897,1.5748
APH1A,0.303061,-0.162348,0.440082,0.785539
APH1B,-0.660877,-1.52475,-0.590454,-1.43744
API5,-1.38971,-2.98174,-1.56078,0.00909377
APIP,0.839735,0.726036,0.755632,0.902834
APITD1,0.469758,1.01266,0.373525,1.01712
APLF,-0.392398,-0.811457,-0.553616,-0.739182
APLN,-1.14859,-4.74955,-0.789394,-1.75618
APLNR,-0.474156,-2.62401,-0.396592,-2.35772
APLP1,-0.166729,0.137826,0.171565,-1.83426
APLP2,0.0179446,-0.229131,0.0670713,-1.0083
APMAP,0.0383469,-0.380388,-0.0251518,-0.93237
APOA1,1.14012,1.82013,1.59708,-2.16678
APOA1BP,0.550156,1.0058,0.595485,0.00677394
APOA2,1.6399,1.41246,-1.37976,-2.102
APOA4,0.491043,1.31954,0.380143,-1.14139
APOA5,1.05577,-0.144993,0.935016,4.88972
APOB,-0.282853,-1.35319,-0.74769,-2.50701
APOB-2,0.116702,-0.430602,-0.360002,-1.72936
APOBEC1,-1.16294,-2.39219,-1.7955,4.40032
APOBEC2,1.03533,0.24738,1.06588,0.886665
APOBEC3A,0.794486,1.19258,1.20386,6.60489
APOBEC3B,0.531396,1.3569,0.958056,2.42696
APOBEC4,-0.763634,1.00052,-0.159046,4.93629
APOBR,-0.960885,-0.559625,-0.261155,1.90778
APOC2,1.15263,1.09804,0.498788,-2.87573
APOC3,-0.226242,1.24129,-0.555598,0
APOC4,-0.00525327,2.37521,-0.421357,-3.13664
APOD,0.671551,0.173896,0.588365,-1.59978
APOE,0.770981,2.54648,1.11959,-0.6504
APOF,-0.208181,0,-1.22069,-0.755056
APOH,0.692273,1.11852,-0.0371158,1.64439
APOL2,-0.932389,-2.68422,-1.00663,2.18392
APOL3,-0.575176,-1.84847,-0.447298,3.65148
APOL3-2,-0.0684229,0.642933,0.841563,4.13732
APOL6,-2.40698,3.86389,1.22584,-0.829394
APOLD1,-0.843429,-1.31932,0.0632483,0.0921641
APOM,1.239,1.41226,1.0703,2.21426
APOO,0.429252,0.469466,0.226096,-0.578556
APOOL,-0.200041,-0.408604,-0.434166,-1.08299
APOPT1,0.697262,0.744355,0.756114,0.486254
APP,-0.594085,-0.927135,-0.380405,-1.79124
APPBP2,-0.819735,-1.65029,-0.956531,-0.207601
APPL1,-1.33842,-3.02663,-1.8449,-0.684367
APPL2,-0.0550057,-1.23387,0.0528354,-0.0275562
APRT,0.922729,2.0588,1.39108,0.906306
APTX,0.571793,1.06466,0.700783,0.30381
AQP1,0.769428,-0.0883687,0.685465,-0.771258
AQP10,1.23342,0.564221,0.369653,0
AQP11,-0.355751,0.0994039,-0.321383,-1.35957
AQP12B,-0.00585939,1.06215,0.886421,-1.25858
AQP2,0.396378,0.422044,-0.683711,-0.41621
AQP3,0.324506,-0.332887,1.09135,6.67429
AQP4,-1.93384,-4.7086,-1.61326,-0.514358
AQP5,-0.23304,0.165261,0.0853313,6.89652
AQP6,-0.671225,0.139132,-1.12301,3.44971
AQP7,0.446768,-0.171676,0.388941,-0.34438
AQP8,2.56891,0.906634,1.29873,0.431745
AQP9,-1.34668,0,0.205855,-0.53508
AQPEP,-0.896002,-3.22781,-1.22669,-2.57222
AQR,-0.675983,-1.34898,-0.667088,-0.119455
AR,-2.22161,-2.24954,-1.95434,-2.67919
ARAF,0.328252,0.177056,0.713153,1.16836
ARAP1,0.196715,-0.00573501,0.279277,0.231187
ARAP2,-1.49979,-2.64157,-1.50445,0.108723
ARAP3,0.2097,-0.431727,0.0478968,-1.09625
ARC,0.158684,1.8138,1.13114,-1.49356
ARCN1,-0.627284,-2.30862,-1.03027,-0.172026
AREL1,-0.43212,-0.880792,-0.374413,-0.591799
ARF1,0.102534,0.0976185,0.319932,0.109339
ARF3,-0.160478,-0.491668,-0.142804,-0.153208
ARF4,-0.176367,-0.350275,-0.0943892,-0.404434
ARF4-2,-0.206873,-1.83038,-0.402429,0.0327545
ARF5,0.873881,1.81408,1.02715,-0.391873
ARF6,0.205134,0.268123,0.537242,1.58965
ARFGAP1,0.655117,1.56348,1.10461,0.385505
ARFGAP2,0.442256,0.812496,0.741755,0.652682
ARFGAP3,-0.213103,-0.360333,0.0588851,0.18476
ARFGEF1,-0.926045,-1.72177,-1.08334,-0.28992
ARFGEF2,-1.38275,-1.52284,-1.44219,-0.825794
ARFIP1,-0.757896,-1.0763,-0.640353,-0.00752688
ARFIP2,0.293736,0.752829,0.376892,-0.146143
ARFRP1,0.726362,1.20984,1.10422,0.686683
ARG1,-1.06962,0.621172,-1.90069,-1.34023
ARG2,0.128991,0.468503,0.169217,-0.811527
ARGFX,-0.496633,-1.07212,-0.00625069,-2.96805
ARGLU1,-0.8829,-1.76846,-1.18809,0.0084602
ARHGAP1,0.462031,0.409203,0.531953,1.31106
ARHGAP10,0.387909,-0.242056,0.518623,0.102393
ARHGAP11A,-1.29638,-1.73786,-1.26682,3.544
ARHGAP12,-0.669662,-1.33901,-0.777682,-1.05231
ARHGAP15,-0.238894,-1.48082,0.269549,3.10673
ARHGAP17,-0.288418,-0.376264,-0.397471,-0.329591
ARHGAP18,-0.777038,-1.04801,-0.836112,-1.05668
ARHGAP19,-0.175833,-1.60747,-0.470743,-1.63358
ARHGAP20,-1.13848,-1.68049,-1.14164,-2.0026
ARHGAP21,-1.00542,-1.86668,-1.01411,-0.972345
ARHGAP22,0.344264,1.30564,0.451498,-1.71353
ARHGAP23,-0.431033,-0.763533,-0.393577,-1.62686
ARHGAP24,-0.0146828,-0.676564,0.113982,-0.127981
ARHGAP25,0.254666,-0.22232,0.402656,2.78271
ARHGAP26,-1.93455,-2.38003,-2.24695,0.127333
ARHGAP26-2,-0.563793,-1.26473,-0.267592,0.669071
ARHGAP27,-0.262661,-0.565865,-0.724012,2.45451
ARHGAP28,-1.47019,-1.4127,-1.72049,-3.07
ARHGAP29,-0.775843,-1.87893,-1.32153,-1.73524
ARHGAP30,0.00222925,-0.321518,0.0743387,3.41683
ARHGAP31,-0.268081,-1.12433,0.10714,-0.984598
ARHGAP32,-2.3436,-3.79644,-3.27664,-1.77716
ARHGAP33,-0.688637,-0.99221,-0.410323,0.530331
ARHGAP35,-1.86214,-4.95479,-2.6197,-1.94049
ARHGAP36,1.52152,-0.97211,1.16658,-2.31605
ARHGAP39,-0.270672,-0.859063,-0.294188,-1.20569
ARHGAP4,0.092876,0.519824,0.328602,2.44981
ARHGAP42,-0.735749,-2.25309,-1.03298,-1.62196
ARHGAP44,-0.430436,-0.860441,-0.572442,-3.46214
ARHGAP5,-2.01895,-1.93524,-1.82005,-1.32671
ARHGAP6,-0.862295,-2.01944,-1.08486,-1.11158
ARHGAP6-2,-2.61814,-1.52662,-2.42987,-3.2643
ARHGAP9,0.354131,0.848874,0.365331,3.42633
ARHGDIA,0.296359,0.122231,0.373296,0.311528
ARHGDIB,0.57326,0.397413,1.0911,3.48477
ARHGDIG,0.523444,2.1162,1.03112,-2.14764
ARHGEF1,0.0603508,0.132848,0.301951,2.21969
ARHGEF10,-0.164794,-0.452464,-0.0298756,-2.53932
ARHGEF10L,-0.0917949,-0.0819067,0.114805,-1.09543
ARHGEF12,-1.19233,-2.25256,-1.3221,-1.45074
ARHGEF15,0.116638,-0.438192,-0.0464235,-0.978709
ARHGEF16,-0.210526,1.10395,0.352944,-1.0337
ARHGEF17,-1.31035,-3.96091,-2.39357,-3.16211
ARHGEF17-2,0.0443675,0.46591,-0.0408287,-2.68925
ARHGEF18,-0.213384,0.157293,0.227339,2.26071
ARHGEF19,-0.0326828,0.688563,-0.00433468,0.334171
ARHGEF2,-0.0807239,-0.778911,-0.0464831,0.58221
ARHGEF25,0.29259,0.408949,0.232513,-1.88873
ARHGEF26,-1.05119,-0.97761,-0.368777,-0.924397
ARHGEF3,-0.392922,-0.794666,0.539318,1.14552
ARHGEF33,-0.0492944,-1.32338,-0.745913,-0.878171
ARHGEF37,-1.06557,-3.61861,-1.38879,-1.89911
ARHGEF38,-0.911353,-2.04328,-1.53678,0.810499
ARHGEF39,0.106623,0.275258,0.490611,3.52902
ARHGEF4,-0.082143,0.52552,0.0288661,-2.57512
ARHGEF40,-0.0705207,0.0157815,-0.314782,-2.34256
ARHGEF5,-1.39648,-0.253652,0.270689,2.94014
ARHGEF6,-0.56616,-1.75222,-0.756638,0.584677
ARHGEF7,0.0808442,0.0337038,0.0340234,-0.476882
ARID1A,-0.583059,-0.955437,-0.761718,0.775056
ARID1B,-0.690551,-1.13659,-0.716476,0.214765
ARID2,-1.0916,-2.06307,-1.28341,0.33604
ARID3A,-0.881319,-1.16584,-1.08782,1.41948
ARID3B,0.0149574,-0.222319,0.362665,1.63671
ARID3C,1.68832,1.70493,1.16929,0.849453
ARID4A,-1.04379,-1.8338,-1.48507,0.574933
ARID4B,-1.53111,-1.20994,-1.46229,0.411567
ARID5A,0.531151,0.428366,0.635168,2.64554
ARID5B,-0.803149,-1.29475,-1.00957,0.639704
ARIH1,-0.790648,-1.71041,-0.762433,-0.302654
ARIH2,-0.0134134,-0.373567,0.103553,0.329294
ARL1,-0.437749,-1.31645,-0.546668,-0.781834
ARL10,0.26518,0.804255,0.518694,-0.960622
ARL11,-0.421304,-4.87476,-1.41104,2.10089
ARL13A,-0.419591,-1.70137,-1.53151,-0.137866
ARL13B,-1.24564,-1.96673,-1.12807,-1.1362
ARL14,0,-1.22247,-1.21483,0.518815
ARL14EP,0.170136,0.100386,0.416535,0.169308
ARL14EPL,0.0915469,0.253787,0.459974,-2.35403
ARL15,-1.45503,-4.01919,-1.75138,-1.25029
ARL16,0.119098,-0.319192,0.0221977,-0.0458459
ARL2,0.509291,1.60481,0.980331,-1.06455
ARL2BP,-0.137396,-0.826401,-0.0795536,0.000232922
ARL3,0.875855,1.14106,0.881794,-0.664103
ARL4A,0.283998,-0.973694,0.327346,0.637097
ARL4C,-0.35371,0.0652306,-0.215915,0.863775
ARL4D,0.375992,0.874843,1.55565,-0.838692
ARL5A,-1.31287,-2.02352,-1.08043,0.249315
ARL5B,-0.973201,-1.72278,-0.984821,-0.557077
ARL6,-1.35215,-1.09917,-0.976083,-0.939529
ARL6IP1,-0.259136,-0.798011,-0.237564,-0.174276
ARL6IP4,0.871485,1.72596,1.07482,1.30541
ARL6IP5,0.115446,0.0933667,0.138802,-1.09587
ARL6IP6,-0.747259,-1.7406,-0.607891,0.61081
ARL8A,0.375021,0.816413,0.459963,-1.57204
ARL8B,-1.00296,-2.24477,-1.24386,-1.37045
ARL9,0.295062,-0.724004,0.178604,0.663089
ARMC1,-0.650928,-1.09426,-0.815744,-0.59211
ARMC10,0.32496,0.464476,0.300568,-0.743899
ARMC12,-0.0893674,-0.15513,0.79058,2.70808
ARMC2,-0.193334,-1.10824,-0.0151176,0.265664
ARMC3,-0.0481208,-1.69569,-0.454417,4.75295
ARMC4,-0.218672,-1.81737,-1.03583,2.3924
ARMC5,0.504839,1.3313,0.967796,0.419237
ARMC6,0.37838,1.44985,0.720392,0.263599
ARMC7,0.752605,1.07091,0.964398,0.499918
ARMC8,-0.731283,-2.00933,-0.981165,-0.314064
ARMC9,0.0502743,0.520741,0.257099,-1.16853
ARMCX1,-0.161315,-0.407035,-0.289584,-2.14029
ARMCX2,-0.289525,-0.333845,-0.189515,-0.964457
ARMCX3,-0.837059,-1.41405,-0.781999,-1.67175
ARMCX4,-0.653207,-1.98236,-0.894327,-1.19204
ARMCX5,-0.414327,-0.711224,-0.506279,0.399723
ARMCX6,-0.16673,-1.75634,-0.16744,-1.57638
